Business License,Business Name,Address,City,State,Zip Code,Location,Last Inspection Date
17FOOD-0026,Rock 'N Ravioli,1012 CHURCH ST,Evanston,IL,60201,"1012 CHURCH ST
Evanston, IL 60201
(42.048484, -87.685939)",11/30/2018
11FOOD-0001,Soulwich,1634 ORRINGTON AVE,Evanston,IL,60201,"1634 ORRINGTON AVE
Evanston, IL 60201
(42.047885, -87.681007)",09/10/2018
15FOOD-0002,Curts Cafe South,1813 DEMPSTER ST,Evanston,IL,60201,"1813 DEMPSTER ST
Evanston, IL 60201
(42.04114, -87.698164)",11/21/2018
17FOOD-0035,Jilly's Cafe,2614 GREEN BAY RD,Evanston,IL,60201,"2614 GREEN BAY RD
Evanston, IL 60201
(42.064872, -87.699277)",11/08/2018
12FOOD-0004,Curt's Cafe,2922 CENTRAL ST,Evanston,IL,60201,"2922 CENTRAL ST
Evanston, IL 60201
(42.064441, -87.715696)",11/06/2018
17FOOD-0040,Bake Homemade Pizza,2122 CENTRAL ST,Evanston,IL,60201,"2122 CENTRAL ST
Evanston, IL 60201
(42.064349, -87.703163)",08/03/2018
09FOOD-0406,KinderCare,2014 DEMPSTER ST,Evanston,IL,60202,"2014 DEMPSTER ST
Evanston, IL 60202
(42.041085, -87.702327)",02/07/2019
09FOOD-0340,Siam Pasta,809 DEMPSTER ST,Evanston,IL,60201,"809 DEMPSTER ST
Evanston, IL 60201
(42.041208, -87.682492)",10/17/2018
13FOOD-0031,Leonida's Chocolates,1907 CENTRAL ST,Evanston,IL,60201,"1907 CENTRAL ST
Evanston, IL 60201
(42.06432, -87.699302)",11/26/2018
09FOOD-0089,Brothers K Coffee House,500 MAIN ST,Evanston,IL,60202,"500 MAIN ST
Evanston, IL 60202
(42.033934, -87.67793)",11/06/2018
12FOOD-0022,Papa Romeo's Pizza,1168 DODGE AVE,Evanston,IL,60202,"1168 DODGE AVE
Evanston, IL 60202
(42.039639, -87.699249)",11/13/2018
17FOOD-0031,7-Eleven #27070C,847 DODGE AVE,Evanston,IL,60202,"847 DODGE AVE
Evanston, IL 60202
(42.0337, -87.699317)",02/11/2019
09FOOD-0170,Siam Splendour,1125 EMERSON ST,Evanston,IL,60201,"1125 EMERSON ST
Evanston, IL 60201
(42.052152, -87.687275)",02/11/2019
09FOOD-0062,Hartigan's Ice Cream Shoppe,2909 CENTRAL ST,Evanston,IL,60201,"2909 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.715068)",10/09/2018
09FOOD-0285,Claire's Korner,1827 EMERSON ST,Evanston,IL,60201,"1827 EMERSON ST
Evanston, IL 60201
(42.052078, -87.698671)",12/04/2018
18FOOD-0025,Einstein Bros Bagel,2200 CAMPUS DR,Evanston,IL,60208,"2200 CAMPUS DR
Evanston, IL 60208
(42.057445, -87.673123)",10/16/2018
15FOOD-0024,A Step by Step Learning Academy,1909 HOWARD ST,Evanston,IL,60202,"1909 HOWARD ST
Evanston, IL 60202
(42.019347, -87.699942)",02/12/2019
09FOOD-0149,Jewish Reconstructionist Congregation,303 DODGE AVE,Evanston,IL,60202,"303 DODGE AVE
Evanston, IL 60202
(42.02325, -87.699523)",02/13/2019
09FOOD-0387,Beth Emet The Free Synagogue,1224 DEMPSTER ST,Evanston,IL,60202,"1224 DEMPSTER ST
Evanston, IL 60202
(42.041283, -87.689775)",02/13/2019
09FOOD-0130,Soup At Six,933 CHICAGO AVE,Evanston,IL,60202,"933 CHICAGO AVE
Evanston, IL 60202
(42.034897, -87.67957)",11/06/2018
15FOOD-0020,Peppercorns Kitchen,620 DAVIS ST,Evanston,IL,60201,"620 DAVIS ST
Evanston, IL 60201
(42.046485, -87.680776)",02/15/2019
08FOOD-0189,Old Neighborhood Grill,2902 CENTRAL ST,Evanston,IL,60201,"2902 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.714805)",12/26/2018
10FOOD-0045,Friendship Baptist Church,2201 FOSTER ST,Evanston,IL,60201,"2201 FOSTER ST
Evanston, IL 60201
(42.053333, -87.703745)",12/06/2018
15FOOD-0021,Peeled Juice Bar,2311 CAMPUS DR,Evanston,IL,60201,"2311 CAMPUS DR
Evanston, IL 60201
(42.059071, -87.674108)",02/04/2019
09FOOD-0039,Subway #3020,1551 SHERMAN AVE,Evanston,IL,60201,"1551 SHERMAN AVE
Evanston, IL 60201
(42.045602, -87.681896)",08/02/2018
16FOOD-0019,Dave's New Kitchen,815 NOYES ST,Evanston,IL,60201,"815 NOYES ST
Evanston, IL 60201
(42.058439, -87.682536)",02/18/2019
09FOOD-0014,CJE Senior Life,1015 HOWARD ST,Evanston,IL,60202,"1015 HOWARD ST
Evanston, IL 60202
(42.01954, -87.68665)",02/18/2019
17FOOD-0029,Pono Ono Poke,1630 CHICAGO AVE,Evanston,IL,60201,"1630 CHICAGO AVE
Evanston, IL 60201
(42.047131, -87.679239)",02/19/2019
09FOOD-0135,McDonald's #82,1117 HOWARD ST,Evanston,IL,60202,"1117 HOWARD ST
Evanston, IL 60202
(42.019546, -87.687553)",02/19/2019
09FOOD-0408,Northminster Nursery School,2515 CENTRAL PARK AVE,Evanston,IL,60201,"2515 CENTRAL PARK AVE
Evanston, IL 60201
(42.063051, -87.717791)",02/19/2019
18FOOD-0006,Falcon Eddy's Barbeque,825 CHURCH ST,Evanston,IL,60201,"825 CHURCH ST
Evanston, IL 60201
(42.048471, -87.682845)",02/18/2019
11FOOD-0026,Roycemore School - Cafeteria,1200 DAVIS ST,Evanston,IL,60201,"1200 DAVIS ST
Evanston, IL 60201
(42.047112, -87.68951)",02/21/2019
09FOOD-0084,Hecky's Bar B Q,1902 GREEN BAY RD,Evanston,IL,60201,"1902 GREEN BAY RD
Evanston, IL 60201
(42.052448, -87.689107)",02/19/2019
09FOOD-0063,Potbelly Sandwich Works,630 DAVIS ST,Evanston,IL,60201,"630 DAVIS ST
Evanston, IL 60201
(42.046612, -87.68124)",02/21/2019
09FOOD-0070,Golden Olympic Restaurant,1608 CHICAGO AVE,Evanston,IL,60201,"1608 CHICAGO AVE
Evanston, IL 60201
(42.046509, -87.679529)",02/18/2019
09FOOD-0252,Noodles & Company #606,930 CHURCH ST,Evanston,IL,60201,"930 CHURCH ST
Evanston, IL 60201
(42.048466, -87.684267)",02/20/2019
18FOOD-0010,Da Jerk Pit,2430 MAIN ST,Evanston,IL,60202,"2430 MAIN ST
Evanston, IL 60202
(42.033664, -87.707558)",02/22/2019
16FOOD-0027,Kabul House,2424 DEMPSTER ST,Evanston,IL,60202,"2424 DEMPSTER ST
Evanston, IL 60202
(42.040986, -87.708092)",02/20/2019
19FOOD-0002,Avanza Pasta,1205 HARTREY AVE,Evanston,IL,60202,"1205 HARTREY AVE
Evanston, IL 60202
(42.039077, -87.703855)",02/21/2019
09FOOD-0108,Levy Senior Center,300 DODGE AVE,Evanston,IL,60202,"300 DODGE AVE
Evanston, IL 60202
(42.023184, -87.699524)",02/22/2019
10FOOD-0037,Subway #46615,3330 CENTRAL ST,Evanston,IL,60201,"3330 CENTRAL ST
Evanston, IL 60201
(42.064577, -87.726773)",02/25/2019
09FOOD-0151,Chili's Grill and Bar #859,1765 MAPLE AVE,Evanston,IL,60201,"1765 MAPLE AVE
Evanston, IL 60201
(42.04981, -87.684733)",02/27/2019
08FOOD-0180,Dunkin' Donuts,1612 BENSON AVE,Evanston,IL,60201,"1612 BENSON AVE
Evanston, IL 60201
(42.047664, -87.683415)",02/27/2019
18FOOD-0008,Binny's Beverage Depot,1111 CHICAGO AVE,Evanston,IL,60202,"1111 CHICAGO AVE
Evanston, IL 60202
(42.037904, -87.680176)",02/28/2019
18FOOD-0011,Gotta B Crepes,2901 CENTRAL ST,Evanston,IL,60201,"2901 CENTRAL ST
Evanston, IL 60201
(42.064438, -87.71468)",02/28/2019
14FOOD-0039,Domino's Pizza,911 FOSTER ST,Evanston,IL,60201,"911 FOSTER ST
Evanston, IL 60201
(42.053914, -87.683929)",02/28/2019
18FOOD-0012,Taste of Jamaica Evanston,741 HOWARD ST,Evanston,IL,60202,"741 HOWARD ST
Evanston, IL 60202
(42.019487, -87.681951)",03/01/2019
09FOOD-0325,Cozy Noodles & Rice,1018 DAVIS ST,Evanston,IL,60201,"1018 DAVIS ST
Evanston, IL 60201
(42.047066, -87.686008)",03/04/2019
09FOOD-0192,Three Crowns Park,2323 MCDANIEL AVE,Evanston,IL,60201,"2323 MCDANIEL AVE
Evanston, IL 60201
(42.059707, -87.708114)",12/28/2018
09FOOD-0314,AFC Sushi @ Jewel Osco 3487,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)",03/04/2019
18FOOD-0043,Azzari,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)",03/04/2019
16FOOD-0043,Insomnia Cookies,1725 SHERMAN AVE,Evanston,IL,60201,"1725 SHERMAN AVE
Evanston, IL 60201
(42.049367, -87.6818)",03/06/2019
09FOOD-0359,Jewel Osco #3487,2485 HOWARD ST,Evanston,IL,60202,"2485 HOWARD ST
Evanston, IL 60202
(42.019174, -87.708157)",03/04/2019
16FOOD-0041,Pizza Hut #32443,1115 EMERSON ST,Evanston,IL,60201,"1115 EMERSON ST
Evanston, IL 60201
(42.052149, -87.687006)",03/06/2019
15FOOD-0003,Whole Foods Market,2748 GREEN BAY RD,Evanston,IL,60201,"2748 GREEN BAY RD
Evanston, IL 60201
(42.068443, -87.702217)",03/05/2019
15FOOD-0034,Kikka,2748 GREEN BAY RD,Evanston,IL,60201,"2748 GREEN BAY RD
Evanston, IL 60201
(42.068443, -87.702217)",03/05/2019
09FOOD-0372,Hunan Spring,635 CHICAGO AVE,Evanston,IL,60202,"635 CHICAGO AVE
Evanston, IL 60202
(42.030021, -87.678603)",03/04/2019
11FOOD-0039,Subway #53951,724 CLARK ST,Evanston,IL,60201,"724 CLARK ST
Evanston, IL 60201
(42.049909, -87.681332)",03/07/2019
10FOOD-0049,Edible Arrangements,1630 MAPLE AVE,Evanston,IL,60201,"1630 MAPLE AVE
Evanston, IL 60201
(42.047986, -87.685184)",03/04/2019
09FOOD-0373,Evanston Post 42,1030 CENTRAL ST,Evanston,IL,60201,"1030 CENTRAL ST
Evanston, IL 60201
(42.064176, -87.686042)",03/05/2019
09FOOD-0409,Reba Early Learning Center,740 CUSTER AVE,Evanston,IL,60202,"740 CUSTER AVE
Evanston, IL 60202
(42.031884, -87.680333)",03/12/2019
09FOOD-0407,McGaw YMCA Child Care Center,1420 MAPLE AVE,Evanston,IL,60201,"1420 MAPLE AVE
Evanston, IL 60201
(42.043612, -87.685038)",03/13/2019
09FOOD-0403,Toddler Town Day Care,1501 HOWARD ST,Evanston,IL,60202,"1501 HOWARD ST
Evanston, IL 60202
(42.019483, -87.693455)",03/12/2019
09FOOD-0296,The Barbereux School,3333 CULVER ST,Evanston,IL,60201,"3333 CULVER ST
Evanston, IL 60201
(42.063586, -87.726935)",03/13/2019
09FOOD-0389,Child Care Center,1840 ASBURY AVE,Evanston,IL,60201,"1840 ASBURY AVE
Evanston, IL 60201
(42.051914, -87.690076)",03/04/2019
09FOOD-0393,Early Childhood Program Head Start / Pre-K,1500 MCDANIEL AVE,Evanston,IL,60201,"1500 MCDANIEL AVE
Evanston, IL 60201
(42.044748, -87.708389)",03/07/2019
09FOOD-0400,Hill Arboretum Apartments,2040 BROWN AVE,Evanston,IL,60201,"2040 BROWN AVE
Evanston, IL 60201
(42.055257, -87.700412)",03/14/2019
10FOOD-0017,Garrett Cafe,2121 SHERIDAN RD,Evanston,IL,60208,"2121 SHERIDAN RD
Evanston, IL 60208
(42.059157, -87.677139)",03/08/2019
09FOOD-0137,Creative Play,1701 MAIN ST,Evanston,IL,60202,"1701 MAIN ST
Evanston, IL 60202
(42.033952, -87.695914)",03/06/2019
12FOOD-0049,Coast Sushi Central,2545 PRAIRIE AVE,Evanston,IL,60201,"2545 PRAIRIE AVE
Evanston, IL 60201
(42.06372, -87.700458)",03/05/2019
09FOOD-0386,Baby Toddler Nursery,2200 MAIN ST,Evanston,IL,60202,"2200 MAIN ST
Evanston, IL 60202
(42.033785, -87.704649)",03/14/2019
09FOOD-0390,Childtime at Saint Francis Hospital,355 RIDGE AVE,Evanston,IL,60202,"355 RIDGE AVE
Evanston, IL 60202
(42.023951, -87.685159)",03/15/2019
09FOOD-0354,Midwest Montessori #560,926 NOYES ST,Evanston,IL,60201,"926 NOYES ST
Evanston, IL 60201
(42.058448, -87.684302)",03/15/2019
16FOOD-0039,Jennifer's Edibles Incorporated,1623 SIMPSON ST,Evanston,IL,60201,"1623 SIMPSON ST
Evanston, IL 60201
(42.055702, -87.695163)",12/13/2018
16FOOD-0003,Hilton Orrington,1710 ORRINGTON AVE,Evanston,IL,60201,"1710 ORRINGTON AVE
Evanston, IL 60201
(42.048744, -87.680574)",03/11/2019
17FOOD-0004,Hilton Garden Inn,1818 MAPLE AVE,Evanston,IL,60201,"1818 MAPLE AVE
Evanston, IL 60201
(42.050681, -87.684824)",03/11/2019
14FOOD-0022,Kellogg School of Management,2211 CAMPUS DR,Evanston,IL,60208,"2211 CAMPUS DR
Evanston, IL 60208
(42.0576, -87.673134)",03/12/2019
10FOOD-0009,Kingston Grill,1164 DODGE AVE,Evanston,IL,60202,"1164 DODGE AVE
Evanston, IL 60202
(42.040404, -87.699236)",03/12/2019
14FOOD-0035,Gigio's Pizzeria,1001 DAVIS ST,Evanston,IL,60201,"1001 DAVIS ST
Evanston, IL 60201
(42.047053, -87.685086)",04/02/2019
16FOOD-0018,Meez Meals,1459 ELMWOOD AVE,Evanston,IL,60201,"1459 ELMWOOD AVE
Evanston, IL 60201
(42.044723, -87.683538)",03/25/2019
09FOOD-0074,Le Peep #8533,827 CHURCH ST,Evanston,IL,60201,"827 CHURCH ST
Evanston, IL 60201
(42.048471, -87.682895)",03/21/2019
